datetime_AEST,datetime_local,location_id,location_name,BPM2.5,BSP,CO,DBT,NO2,O3,PM10,Sigma05,SO2,SWD,SWS,VWD,VWS
2021-08-07 22:00:00,2021-08-07 22:00:00,10001,Alphington,22.713,88.35,0.759,7.971,20.793,0.618,32.131,36.307,0.711,84.644,0.269,49.579,0.213
2021-08-07 23:00:00,2021-08-07 23:00:00,10001,Alphington,23.985,86.443,0.799,7.899,19.21,0.488,29.348,22.707,0.793,110.446,0.296,44.171,0.229
2021-08-08 00:00:00,2021-08-08 00:00:00,10001,Alphington,25.442,76.519,0.781,7.586,16.05,0.482,27.297,30.968,0.747,146.407,0.461,114.171,0.1
2021-08-08 01:00:00,2021-08-08 01:00:00,10001,Alphington,23.81,,,7.547,,,22.981,40.825,,129.79,0.331,86.861,0.17
2021-08-08 02:00:00,2021-08-08 02:00:00,10001,Alphington,24.438,71.097,0.702,6.606,10.821,0.499,21.637,24.204,0.612,97.472,0.304,97.972,0.209
2021-08-08 03:00:00,2021-08-08 03:00:00,10001,Alphington,28.622,77.858,0.707,5.772,8.306,0.447,22.365,27.707,0.451,115.43,0.331,115.264,0.277
2021-08-08 04:00:00,2021-08-08 04:00:00,10001,Alphington,30.691,83.657,0.706,5.274,7.131,0.44,24.641,21.362,0.476,99.526,0.4,98.938,0.355
2021-08-08 05:00:00,2021-08-08 05:00:00,10001,Alphington,28.929,65.85,0.561,5.663,6.486,0.523,20.171,27.673,0.409,97.163,0.341,97.184,0.299
2021-08-08 06:00:00,2021-08-08 06:00:00,10001,Alphington,23.097,56.426,0.5,5.221,5.563,0.457,15.268,25.335,0.301,117.633,0.333,115.564,0.298
2021-08-08 07:00:00,2021-08-08 07:00:00,10001,Alphington,19.887,54.77,0.494,5.253,5.98,0.459,17.137,23.819,0.391,85.421,0.314,35.862,0.204
2021-08-08 08:00:00,2021-08-08 08:00:00,10001,Alphington,16.447,44.329,0.381,6.738,5.927,3.666,18.248,33.148,0.477,75.564,0.68,52.871,0.559
2021-08-08 09:00:00,2021-08-08 09:00:00,10001,Alphington,5.638,36.103,0.269,8.69,5.116,8.986,13.124,28.331,0.424,62.991,0.909,48.206,0.815
2021-08-08 10:00:00,2021-08-08 10:00:00,10001,Alphington,-2.21,33.457,0.237,10.723,5.755,14.235,15.043,34.567,0.435,92.307,0.834,47.839,0.649
2021-08-08 11:00:00,2021-08-08 11:00:00,10001,Alphington,-2.903,21.911,0.204,14.085,6.08,19.742,3.625,39.732,0.405,123.927,0.98,39.051,0.641
2021-08-08 12:00:00,2021-08-08 12:00:00,10001,Alphington,10.262,9.058,0.148,15.674,3.603,25.281,2.736,41.597,0.416,166.358,1.183,8.116,0.781
2021-08-08 13:00:00,2021-08-08 13:00:00,10001,Alphington,19.329,4.324,0.094,16.161,3.445,27.342,3.673,39.89,0.467,213.247,1.164,332.944,0.815
2021-08-08 14:00:00,2021-08-08 14:00:00,10001,Alphington,19.709,4.374,0.1,16.067,2.67,27.459,5.445,30.64,0.398,198.919,1.331,343.16,0.997
2021-08-08 15:00:00,2021-08-08 15:00:00,10001,Alphington,14.5,7.895,0.147,15.681,5.198,25.107,8.789,25.539,0.423,227.51,1.153,239.757,0.749
2021-08-08 16:00:00,2021-08-08 16:00:00,10001,Alphington,9.027,9.722,0.168,15.256,6.876,22.926,9.791,25.814,0.476,234.031,0.557,238.577,0.422
2021-08-08 17:00:00,2021-08-08 17:00:00,10001,Alphington,5.091,16.322,0.303,14.35,12.053,16.318,13.61,21.677,0.521,101.578,0.509,25.818,0.39
2021-08-08 18:00:00,2021-08-08 18:00:00,10001,Alphington,4.271,36.391,0.336,13.407,15.187,11.026,18.887,16.592,0.492,57.621,0.447,42.97,0.361
2021-08-08 19:00:00,2021-08-08 19:00:00,10001,Alphington,7.693,83.048,0.645,12.672,25.104,2.087,33.454,26.059,0.544,98.061,0.402,100.592,0.351
2021-08-08 20:00:00,2021-08-08 20:00:00,10001,Alphington,15.061,85.141,0.619,12.144,23.644,1.379,33.402,30.038,0.682,94.678,0.286,63.194,0.231
2021-08-08 21:00:00,2021-08-08 21:00:00,10001,Alphington,20.602,110.313,0.712,11.223,21.587,1.245,38.319,25.242,0.586,72.859,0.38,67.629,0.342
2021-08-08 22:00:00,2021-08-08 22:00:00,10001,Alphington,28.253,96.92,0.611,9.435,15.702,2.014,30.505,21.769,0.475,67.946,0.429,64.972,0.391
2021-08-08 23:00:00,2021-08-08 23:00:00,10001,Alphington,29.921,53.646,0.36,8.284,7.926,5.29,16.277,22.563,0.408,65.596,0.437,61.784,0.403
2021-08-09 00:00:00,2021-08-09 00:00:00,10001,Alphington,25.052,41.645,0.294,7.843,5.051,6.419,11.914,21.979,0.282,64.465,0.497,63.205,0.461
2021-08-09 01:00:00,2021-08-09 01:00:00,10001,Alphington,19.982,,,7.058,,,17.224,19.921,,67.909,0.449,67.374,0.422
2021-08-09 02:00:00,2021-08-09 02:00:00,10001,Alphington,17.877,41.55,0.299,7.15,4.934,4.674,13.175,28.882,0.236,71.241,0.52,55.546,0.461
2021-08-09 03:00:00,2021-08-09 03:00:00,10001,Alphington,16.954,32.249,0.254,6.852,3.831,5.003,7.724,24.823,0.154,65.474,0.521,52.773,0.465
2021-08-09 04:00:00,2021-08-09 04:00:00,10001,Alphington,15.651,32.428,0.262,7.165,4.208,4.61,11.508,27.734,0.116,76.518,0.632,74.761,0.558
2021-08-09 05:00:00,2021-08-09 05:00:00,10001,Alphington,11.494,23.264,0.21,7.553,3.22,5.528,8.074,39.387,0.152,97.035,0.628,63.458,0.46
2021-08-09 06:00:00,2021-08-09 06:00:00,10001,Alphington,9.194,21.202,0.21,7.661,5.201,3.539,9.502,27.552,0.216,73.065,0.505,70.201,0.454
2021-08-09 07:00:00,2021-08-09 07:00:00,10001,Alphington,7.903,18.735,0.223,7.932,9.895,1.177,13.104,29.112,0.279,71.494,0.526,56.808,0.461
2021-08-09 08:00:00,2021-08-09 08:00:00,10001,Alphington,6.464,16.226,0.221,8.523,10.041,1.366,13.504,30.94,0.284,71.152,0.498,54.703,0.443
2021-08-09 09:00:00,2021-08-09 09:00:00,10001,Alphington,4.31,16.659,0.241,9.817,10.288,1.906,14.187,28.535,0.361,74.253,0.568,68.016,0.505
2021-08-09 10:00:00,2021-08-09 10:00:00,10001,Alphington,2.57,18.423,0.212,12.13,9.662,4.96,14.34,37.681,0.11,102.179,0.582,89.776,0.405
2021-08-09 11:00:00,2021-08-09 11:00:00,10001,Alphington,2.706,12.271,0.14,14.037,10.163,10.442,10.836,30.272,-0.213,116.831,1.718,12.319,1.532
2021-08-09 12:00:00,2021-08-09 12:00:00,10001,Alphington,5.489,7.964,0.099,14.891,4.512,18.53,7.401,18.598,-0.318,80.364,3.191,15.187,3.046
2021-08-09 13:00:00,2021-08-09 13:00:00,10001,Alphington,6.712,8.659,0.101,15.354,4.797,19.274,10.101,20.905,-0.289,111.653,2.409,11.132,2.267
2021-08-09 14:00:00,2021-08-09 14:00:00,10001,Alphington,5.375,8.569,0.104,16.297,3.924,20.383,12.763,22.648,-0.329,174.07,2.579,353.432,2.224
2021-08-09 15:00:00,2021-08-09 15:00:00,10001,Alphington,4.075,7.628,0.107,15.994,4.161,21.46,10.993,25.274,-0.258,283.375,2.485,325.191,2.255
2021-08-09 16:00:00,2021-08-09 16:00:00,10001,Alphington,4.769,8.951,0.11,15.542,5.304,20.127,11.166,21.229,-0.225,151.997,2.343,3.505,2.151
2021-08-09 17:00:00,2021-08-09 17:00:00,10001,Alphington,4.788,10.139,0.128,13.908,7.805,16.735,12.362,16.058,-0.352,53.511,2.103,18.425,2.029
2021-08-09 18:00:00,2021-08-09 18:00:00,10001,Alphington,4.665,16.614,0.233,12.08,18.54,6.687,17.167,10.855,-0.236,41.145,1.179,20.194,1.15
2021-08-09 19:00:00,2021-08-09 19:00:00,10001,Alphington,5.749,24.491,0.277,11.292,21.816,2.68,18.408,11.406,-0.166,37.858,1.387,21.249,1.352
2021-08-09 20:00:00,2021-08-09 20:00:00,10001,Alphington,7.721,26.528,0.252,10.239,18.524,3.589,13.962,12.641,-0.201,61.023,0.976,30.32,0.92
2021-08-09 21:00:00,2021-08-09 21:00:00,10001,Alphington,11.177,37.541,0.453,8.55,23.133,0.662,16.684,13.902,-0.119,234.92,0.472,320.044,0.413
2021-08-09 22:00:00,2021-08-09 22:00:00,10001,Alphington,13.803,59.784,0.642,7.637,21.926,0.605,21.018,15.504,0.076,220.509,0.565,317.519,0.439
2021-08-09 23:00:00,2021-08-09 23:00:00,10001,Alphington,17.641,52.925,0.537,7.499,14.94,0.302,18.344,10.344,-0.01,36.906,0.665,22.983,0.65
2021-08-10 00:00:00,2021-08-10 00:00:00,10001,Alphington,16.581,70.087,0.538,8.03,15.916,0.533,20.678,18.336,0.093,130.151,0.653,8.103,0.607
2021-08-10 01:00:00,2021-08-10 01:00:00,10001,Alphington,10.881,,,9.282,,,10.198,17.679,,114.559,1.164,10.518,1.106
2021-08-10 02:00:00,2021-08-10 02:00:00,10001,Alphington,4.577,42.036,0.143,9.613,7.373,9.502,10.686,12.988,0.011,86.841,1.175,9.55,1.147
2021-08-10 03:00:00,2021-08-10 03:00:00,10001,Alphington,4.397,30.42,0.146,9.827,6.051,10.956,9.691,17.559,-0.044,99.937,1.369,13.055,1.313
2021-08-10 04:00:00,2021-08-10 04:00:00,10001,Alphington,6.392,26.12,,9.422,3.687,14.103,9.892,15.414,-0.056,67.115,1.186,18.163,1.14
2021-08-10 05:00:00,2021-08-10 05:00:00,10001,Alphington,8.594,26.084,0.157,8.378,6.879,10.437,10.645,12.74,0.015,59.743,1.292,14.945,1.258
2021-08-10 06:00:00,2021-08-10 06:00:00,10001,Alphington,8.641,25.073,0.149,9.234,10.807,8.455,10.306,14.515,0.005,65.527,1.72,14.388,1.667
2021-08-10 07:00:00,2021-08-10 07:00:00,10001,Alphington,8.151,25.14,0.16,10.197,14.104,6.311,13.227,18.757,0.086,95.958,2.208,11.074,2.099
2021-08-10 08:00:00,2021-08-10 08:00:00,10001,Alphington,7.812,23.566,0.147,11.775,9.108,11.502,12.834,20.451,0.089,92.434,3.144,13.634,2.979
2021-08-10 09:00:00,2021-08-10 09:00:00,10001,Alphington,6.496,16.003,0.12,13.221,6.201,15.713,8.195,18.652,0.072,93.326,4.422,12.584,4.227
2021-08-10 10:00:00,2021-08-10 10:00:00,10001,Alphington,6.21,8.877,0.091,15.011,4.501,19.502,13.728,21.233,0.087,135.719,4.361,7.547,4.099
2021-08-10 11:00:00,2021-08-10 11:00:00,10001,Alphington,9.309,6.44,0.078,16.449,3.582,22.107,14.82,20.717,0.15,115.799,4.992,9.758,4.727
2021-08-10 12:00:00,2021-08-10 12:00:00,10001,Alphington,9.453,5.537,0.074,17.761,2.746,23.674,12.627,19.53,0.103,99.311,5.154,13.96,4.883
2021-08-10 13:00:00,2021-08-10 13:00:00,10001,Alphington,8.842,5.284,0.072,18.184,2.843,25.019,13.522,21.394,-0.014,102.981,5.001,12.535,4.707
2021-08-10 14:00:00,2021-08-10 14:00:00,10001,Alphington,6.042,6.132,0.08,18.31,3.157,24.485,16.133,19.911,0.128,107.406,4.754,10.699,4.519
2021-08-10 15:00:00,2021-08-10 15:00:00,10001,Alphington,2.717,6.197,0.087,17.455,3.65,24.234,13.367,17.641,0.218,67.903,4.633,16.488,4.445
2021-08-10 16:00:00,2021-08-10 16:00:00,10001,Alphington,1.386,5.914,0.096,16.711,4.322,22.722,12.822,18.984,0.148,74.542,4.395,16.556,4.203
2021-08-10 17:00:00,2021-08-10 17:00:00,10001,Alphington,0.773,5.936,0.094,16.539,4.134,23.065,10.905,18.398,0.118,88.783,3.904,12.76,3.737
2021-08-10 18:00:00,2021-08-10 18:00:00,10001,Alphington,0.921,6.494,0.092,16.458,3.498,23.534,12.191,18.882,0.155,86.419,3.837,15.15,3.636
2021-08-10 19:00:00,2021-08-10 19:00:00,10001,Alphington,1.597,8.107,0.093,16.117,3.48,24.775,9.854,17.825,0.165,56.024,3.679,20.082,3.524
2021-08-10 20:00:00,2021-08-10 20:00:00,10001,Alphington,2.847,6.121,0.082,15.848,3.725,23.683,6.463,21.243,0.086,52.829,3.437,24.118,3.246
2021-08-10 21:00:00,2021-08-10 21:00:00,10001,Alphington,2.705,4.838,0.079,15.54,2.249,24.341,5.475,20.761,0.196,52.528,3.814,25.345,3.602
2021-08-10 22:00:00,2021-08-10 22:00:00,10001,Alphington,3.94,4.291,0.074,15.48,1.792,25.274,5.028,17.243,0.175,41.425,4.097,25.85,3.941
2021-08-10 23:00:00,2021-08-10 23:00:00,10001,Alphington,4.742,3.829,0.059,16.145,1.351,26.363,6.841,17.855,0.244,47.765,4.614,24.971,4.409
2021-08-11 00:00:00,2021-08-11 00:00:00,10001,Alphington,5.482,3.876,0.061,15.651,1.088,25.973,7.956,15.547,0.074,43.898,4.145,23.329,4.004
2021-08-11 01:00:00,2021-08-11 01:00:00,10001,Alphington,4.624,,,16.756,,,4.564,17.582,,51.483,4.957,19.781,4.755
2021-08-11 02:00:00,2021-08-11 02:00:00,10001,Alphington,2.839,4.006,0.037,16.673,0.817,25.999,8.774,20.471,-0.043,128.299,3.236,11.863,3.012
2021-08-11 03:00:00,2021-08-11 03:00:00,10001,Alphington,3.063,8.044,0.067,14.349,2.619,20.958,8.55,23.221,0.009,195.177,1.728,356.094,1.576
2021-08-11 04:00:00,2021-08-11 04:00:00,10001,Alphington,3.653,7.046,0.078,13.753,3.087,19.55,8.64,23.363,-0.024,213.514,1.479,350.487,1.254
2021-08-11 05:00:00,2021-08-11 05:00:00,10001,Alphington,2.55,6.303,0.077,14.47,4.489,19.456,5.128,23.237,0.026,239.064,2.436,347.031,2.23
2021-08-11 06:00:00,2021-08-11 06:00:00,10001,Alphington,3.497,7.448,0.079,15.326,7.425,18.236,6.993,22.435,0.014,182.408,3.181,359.645,2.963
2021-08-11 07:00:00,2021-08-11 07:00:00,10001,Alphington,4.709,6.278,0.084,15.261,9.648,16.436,12.988,17.742,0.086,106.636,4.012,9.916,3.851
2021-08-11 08:00:00,2021-08-11 08:00:00,10001,Alphington,4.535,8.53,0.111,14.687,10.27,13.935,18.612,18.039,0.046,92.101,3.678,12.25,3.527
2021-08-11 09:00:00,2021-08-11 09:00:00,10001,Alphington,1.991,,,,,,19.418,18.937,,94.389,4.857,13.161,4.632
2021-08-11 10:00:00,2021-08-11 10:00:00,10001,Alphington,3.441,,,,,,19.106,19.797,,125.726,4.254,8.706,4.046
2021-08-11 11:00:00,2021-08-11 11:00:00,10001,Alphington,2.783,,,,,,23.444,19.758,,123.348,4.843,8.667,4.59
2021-08-11 12:00:00,2021-08-11 12:00:00,10001,Alphington,0.558,,,,,,34.874,23.218,,180.388,4.258,359.253,3.96
2021-08-11 13:00:00,2021-08-11 13:00:00,10001,Alphington,-1.865,10.189,0.097,19.441,4.132,21.09,33.114,24.167,0.078,239.159,4.367,346.893,4.005
2021-08-11 14:00:00,2021-08-11 14:00:00,10001,Alphington,2.396,10.863,0.108,18.55,5.466,20.134,30.591,23.429,0.093,263.356,4.279,332.39,3.804
2021-08-11 15:00:00,2021-08-11 15:00:00,10001,Alphington,6.01,17.809,0.163,14.528,6.203,17.261,57.823,23.007,0.041,287.15,4.366,288.167,4.059
2021-08-11 16:00:00,2021-08-11 16:00:00,10001,Alphington,3.058,9.514,0.195,12.072,9.163,13.743,12.133,24.526,0.111,294.348,1.991,314.134,1.839
2021-08-11 17:00:00,2021-08-11 17:00:00,10001,Alphington,-1.774,8.668,0.204,11.861,8.72,15.211,10.572,24.206,0.036,296.024,2.02,320.664,1.862
2021-08-11 18:00:00,2021-08-11 18:00:00,10001,Alphington,-0.541,7.071,0.22,11.975,9.048,17.24,5.584,22.567,0.098,289.633,2.067,309.351,1.899
2021-08-11 19:00:00,2021-08-11 19:00:00,10001,Alphington,2.014,15.505,0.243,11.849,9.984,19.029,7.995,20.676,0.068,296.527,1.868,298.725,1.762
2021-08-11 20:00:00,2021-08-11 20:00:00,10001,Alphington,7.288,22.992,0.186,11.712,7.172,22.579,8.617,21.998,0.1,283.902,1.884,284.229,1.741
2021-08-11 21:00:00,2021-08-11 21:00:00,10001,Alphington,12.949,9.594,0.168,10.471,8.792,20.185,7.573,21.328,0.124,293.229,1.376,317.083,1.279
2021-08-11 22:00:00,2021-08-11 22:00:00,10001,Alphington,14.175,11.635,0.153,9.819,8.528,20.105,7.871,20.829,0.146,300.105,1.3,323.735,1.214
2021-08-11 23:00:00,2021-08-11 23:00:00,10001,Alphington,12.851,11.653,0.127,9.556,6.6,21.442,10.719,21.589,0.15,302.372,1.354,320.503,1.264
2021-08-12 00:00:00,2021-08-12 00:00:00,10001,Alphington,11.26,10.667,0.102,9.662,4.732,23.683,11.949,20.343,0.14,303.727,1.761,315.623,1.663
2021-08-12 01:00:00,2021-08-12 01:00:00,10001,Alphington,9.31,,,9.081,,,13.841,22.193,,271.315,1.416,338.906,1.315
2021-08-12 02:00:00,2021-08-12 02:00:00,10001,Alphington,8.788,17.219,0.078,8.461,4.354,21.069,15.214,26.721,0.243,178.015,1.004,357.508,0.891
2021-08-12 03:00:00,2021-08-12 03:00:00,10001,Alphington,5.541,15.271,0.083,8.135,4.032,20.881,13.659,27.496,0.15,230.75,1.098,350.007,0.998
2021-08-12 04:00:00,2021-08-12 04:00:00,10001,Alphington,2.525,18.067,0.096,7.593,4.75,18.332,14.988,23.913,0.13,123.558,1.072,9.673,0.962
2021-08-12 05:00:00,2021-08-12 05:00:00,10001,Alphington,2.492,13.879,0.094,7.884,8.583,15.677,14.552,24.83,0.182,233.991,1.033,346.874,0.923
2021-08-12 06:00:00,2021-08-12 06:00:00,10001,Alphington,3.686,17.058,0.128,7.379,17.572,6.902,17.123,19.981,0.217,134.705,1.248,8.829,1.139
2021-08-12 07:00:00,2021-08-12 07:00:00,10001,Alphington,3.559,18.822,0.182,8.967,24.712,2.641,23.582,24.108,0.29,227.908,1.163,346.927,1.056
2021-08-12 08:00:00,2021-08-12 08:00:00,10001,Alphington,3.093,21.268,0.237,9.643,21.631,5.934,25.775,26.917,0.343,184.398,1.264,357.642,1.139
2021-08-12 09:00:00,2021-08-12 09:00:00,10001,Alphington,3.906,17.81,0.169,12.005,15.859,11.441,23.521,24.138,0.341,282.882,1.873,319.038,1.691
2021-08-12 10:00:00,2021-08-12 10:00:00,10001,Alphington,3.418,16.965,0.11,13.942,5.522,24.066,20.611,26.159,0.144,293.949,2.638,302.19,2.394
2021-08-12 11:00:00,2021-08-12 11:00:00,10001,Alphington,3.132,20.166,0.099,15.091,3.978,27.559,21.074,27.683,0.109,281.174,2.695,285.001,2.407
2021-08-12 12:00:00,2021-08-12 12:00:00,10001,Alphington,6.157,17.776,0.095,16.167,3.217,29.184,20.022,24.67,0.138,291.825,3.208,295.694,2.952
2021-08-12 13:00:00,2021-08-12 13:00:00,10001,Alphington,8.579,17.385,0.116,15.818,5.298,26.818,20.504,28.207,-0.319,280.283,2.228,284.393,1.969
2021-08-12 14:00:00,2021-08-12 14:00:00,10001,Alphington,9.782,15.847,0.096,16.396,4.852,27.245,17.552,26.364,-0.498,282.911,2.637,287.3,2.35
2021-08-12 15:00:00,2021-08-12 15:00:00,10001,Alphington,9.573,12.496,0.105,16.034,5.473,25.245,29.467,25.541,-0.505,277.407,2.099,279.859,1.883
2021-08-12 16:00:00,2021-08-12 16:00:00,10001,Alphington,7.339,10.657,0.145,15.723,7.471,22.916,13.575,25.794,-0.426,285.603,1.911,300.171,1.655
2021-08-12 17:00:00,2021-08-12 17:00:00,10001,Alphington,5.505,14.441,0.162,14.934,11.789,16.885,16.976,22.918,-0.331,261.614,1.745,341.387,1.607
2021-08-12 18:00:00,2021-08-12 18:00:00,10001,Alphington,4.827,15.845,0.149,14.145,10.822,17.089,19.199,25.529,-0.412,282.747,1.651,329.659,1.504
2021-08-12 19:00:00,2021-08-12 19:00:00,10001,Alphington,3.632,22.706,0.197,13.553,15.018,12.139,18.155,24.912,-0.295,279.213,0.976,294.065,0.745
2021-08-12 20:00:00,2021-08-12 20:00:00,10001,Alphington,4.148,23.335,0.206,12.597,16.08,9.585,16.727,21.329,-0.375,270.519,1.07,338.139,0.982
2021-08-12 21:00:00,2021-08-12 21:00:00,10001,Alphington,4.468,16.919,0.152,12.572,11.171,13.621,10.611,20.363,-0.414,203.451,1.166,355.78,1.092
2021-08-12 22:00:00,2021-08-12 22:00:00,10001,Alphington,6.116,19.8,0.16,11.674,8.732,15.471,10.496,23.985,-0.402,159.633,1.082,1.563,0.998
2021-08-12 23:00:00,2021-08-12 23:00:00,10001,Alphington,6.196,14.833,0.126,11.547,6.889,15.428,8.999,24.877,-0.467,243.163,1.386,341.059,1.241
2021-08-13 00:00:00,2021-08-13 00:00:00,10001,Alphington,6.351,15.753,0.121,10.466,8.876,12.852,7.538,29.338,-0.028,192.928,0.918,356.818,0.808
2021-08-13 01:00:00,2021-08-13 01:00:00,10001,Alphington,8.366,,,9.379,,,8.504,29.563,,181.278,0.875,357.05,0.776
2021-08-13 02:00:00,2021-08-13 02:00:00,10001,Alphington,8.473,22.721,0.102,8.81,6.555,12.454,9.009,24.384,0.236,111.046,0.994,12.304,0.9
2021-08-13 03:00:00,2021-08-13 03:00:00,10001,Alphington,6.272,22.734,0.114,7.641,6.49,11.115,9.528,25.162,0.31,70.573,0.837,25.621,0.74
2021-08-13 04:00:00,2021-08-13 04:00:00,10001,Alphington,5.557,38.235,0.119,8.152,8.168,10.417,9.999,18.391,0.544,125.85,1.328,7.829,1.265
2021-08-13 05:00:00,2021-08-13 05:00:00,10001,Alphington,4.632,33.423,0.112,8.498,10.586,9.004,9.88,21.657,0.614,200.691,1.224,356.094,1.128
2021-08-13 06:00:00,2021-08-13 06:00:00,10001,Alphington,3.674,23.634,0.136,8.836,15.303,6.957,9.079,18.13,0.527,130.878,1.895,7.439,1.814
2021-08-13 07:00:00,2021-08-13 07:00:00,10001,Alphington,3.205,17.633,0.178,8.816,21.226,2.563,12.876,17.108,0.639,100.741,2.265,10.628,2.174
2021-08-13 08:00:00,2021-08-13 08:00:00,10001,Alphington,3.318,15.653,0.22,10.15,15.393,8.587,15.373,19.695,0.515,154.737,2.492,3.605,2.348
2021-08-13 09:00:00,2021-08-13 09:00:00,10001,Alphington,2.576,14.264,0.156,12.307,12.456,13.351,14.381,23.034,0.377,206.507,2.175,354.98,2.006
2021-08-13 10:00:00,2021-08-13 10:00:00,10001,Alphington,1.273,9.611,0.152,14.74,7.329,19.891,15.3,25.413,0.431,278.492,2.174,323.395,1.892
2021-08-13 11:00:00,2021-08-13 11:00:00,10001,Alphington,2.355,5.176,0.098,16.433,3.28,28.358,4.77,29.183,0.382,282.94,3.044,286.147,2.706
2021-08-13 12:00:00,2021-08-13 12:00:00,10001,Alphington,6.764,5.52,0.089,16.836,3.582,29.187,6.271,27.066,0.349,280.505,3.075,286.367,2.747
2021-08-13 13:00:00,2021-08-13 13:00:00,10001,Alphington,9.411,5.395,0.082,17.449,3.418,28.957,9.812,27.527,0.443,289.503,3.171,297.193,2.862
2021-08-13 14:00:00,2021-08-13 14:00:00,10001,Alphington,8.193,6.138,0.077,17.28,5.715,27.314,10.206,26.792,0.424,278.907,2.852,282.572,2.541
2021-08-13 15:00:00,2021-08-13 15:00:00,10001,Alphington,8.656,7.596,0.083,17.161,6.88,25.787,14.501,25.452,0.399,260.568,2.46,260.193,2.155
2021-08-13 16:00:00,2021-08-13 16:00:00,10001,Alphington,9.511,9.792,0.101,17.257,7.432,25.717,14.716,27.893,0.382,266.913,2.237,266.754,2
2021-08-13 17:00:00,2021-08-13 17:00:00,10001,Alphington,11.425,13.719,0.135,15.636,11.571,21.214,18.3,23.365,0.433,256.538,1.701,258.399,1.545
2021-08-13 18:00:00,2021-08-13 18:00:00,10001,Alphington,10.15,39.056,0.38,13.485,26.196,7.084,28.481,17.856,0.593,290.19,0.745,286.296,0.638
2021-08-13 19:00:00,2021-08-13 19:00:00,10001,Alphington,8.422,62.749,0.745,10.807,31.379,0.996,35.787,11.454,0.888,186.781,0.572,341.842,0.497
2021-08-13 20:00:00,2021-08-13 20:00:00,10001,Alphington,11.91,80.861,0.634,9.557,29.824,1.124,40.452,21.399,0.922,57.388,0.395,31.846,0.352
2021-08-13 21:00:00,2021-08-13 21:00:00,10001,Alphington,16.236,70.141,0.655,10.196,28.075,0.7,32.35,34.625,0.848,127.263,0.505,41.643,0.242
2021-08-13 22:00:00,2021-08-13 22:00:00,10001,Alphington,15.972,43.067,0.505,9.768,23.823,0.43,20.381,31.162,0.767,93.522,0.437,59.762,0.269
2021-08-13 23:00:00,2021-08-13 23:00:00,10001,Alphington,15.771,42.245,0.466,8.179,21.407,0.459,16.542,21.557,0.586,59.595,0.628,23.212,0.599
2021-08-14 00:00:00,2021-08-14 00:00:00,10001,Alphington,14.955,31.458,0.341,7.383,18.081,0.534,11.467,20.979,0.374,72.768,0.527,52.924,0.415
2021-08-14 01:00:00,2021-08-14 01:00:00,10001,Alphington,12.971,,,6.87,,,10.423,27.379,,106.834,0.376,96.508,0.231
2021-08-14 02:00:00,2021-08-14 02:00:00,10001,Alphington,9.894,29.301,0.284,6.415,13.483,1.265,10.103,16.629,0.182,104.436,0.386,107.504,0.35
2021-08-14 03:00:00,2021-08-14 03:00:00,10001,Alphington,7.85,34.393,0.337,5.795,12.95,0.574,12.271,19.553,0.205,107.335,0.449,108.858,0.397
2021-08-14 04:00:00,2021-08-14 04:00:00,10001,Alphington,7.112,32.743,0.337,5.42,10.764,1.063,11.888,17.462,0.202,98.359,0.414,98.955,0.376
2021-08-14 05:00:00,2021-08-14 05:00:00,10001,Alphington,8.142,31.445,0.297,5.147,9.431,1.396,11.729,20.181,0.251,101.575,0.495,103.654,0.435
2021-08-14 06:00:00,2021-08-14 06:00:00,10001,Alphington,9.669,30.306,0.292,4.954,8.99,1.059,11.064,25.042,0.252,94.189,0.473,88.942,0.419
2021-08-14 07:00:00,2021-08-14 07:00:00,10001,Alphington,9.427,28.783,0.292,5.282,9.278,0.822,13.91,27.373,0.241,106.826,0.449,109.227,0.402
2021-08-14 08:00:00,2021-08-14 08:00:00,10001,Alphington,7.141,24.234,0.285,7.417,10.722,4.772,15.229,34.896,0.403,131.03,0.904,16.535,0.695
2021-08-14 09:00:00,2021-08-14 09:00:00,10001,Alphington,-3.462,20.565,0.157,11.538,10.902,11.5,16.357,20.226,0.418,118.653,1.951,10.088,1.843
2021-08-14 10:00:00,2021-08-14 10:00:00,10001,Alphington,-6.44,11.776,0.14,14.01,7.114,17.236,7.645,26.457,0.449,166.952,1.974,2.73,1.773
2021-08-14 11:00:00,2021-08-14 11:00:00,10001,Alphington,-2.144,10.561,0.146,16.296,4.844,20.506,11.23,24.314,0.466,149.555,2.209,5.671,2.012
2021-08-14 12:00:00,2021-08-14 12:00:00,10001,Alphington,2.876,8.519,0.141,16.616,4.76,23.206,7.843,29.467,0.419,196.766,2.092,352.141,1.808
2021-08-14 13:00:00,2021-08-14 13:00:00,10001,Alphington,5.095,8.062,0.127,17.024,4.183,25.952,3.335,29.535,0.473,263.218,2.262,297.455,1.726
2021-08-14 14:00:00,2021-08-14 14:00:00,10001,Alphington,6.698,4.985,0.102,17.786,2.476,30.223,5.204,24.744,0.361,280.417,3.054,284.044,2.668
2021-08-14 15:00:00,2021-08-14 15:00:00,10001,Alphington,6.436,6.146,0.114,16.953,3.188,28.69,8.779,24.481,0.397,290.646,2.746,295.203,2.526
2021-08-14 16:00:00,2021-08-14 16:00:00,10001,Alphington,6.051,8.188,0.144,16.757,3.376,28.044,9.067,24.519,0.481,288.469,2.179,312.251,1.904
